Order ID,CustomerID,ProductID,DateID,WarehouseID,ShipmentID,Shipping Time,Order Quantity,Gross Sales,Discount %,Profit
47568,59,1,61,1,63,3,1,400,0.05,200
53321,60,1,62,1,64,2,1,400,0.07,200
53321,60,1,63,1,65,2,1,400,0.06,200
57561,61,1,64,1,66,3,1,400,0.07,200
63003,62,1,65,1,67,3,1,400,0.1,200
63003,62,1,66,1,68,6,1,400,0.09,200
65931,63,1,67,1,69,2,1,400,0.09,200
67613,64,1,68,1,70,5,1,400,0.03,200
853,65,1,69,1,71,6,1,400,0.16,200
1391,66,1,70,1,72,3,1,400,0.15,200
11341,67,1,71,1,73,6,1,400,0.01,200
15306,68,1,72,1,74,6,1,400,0.18,200
27553,69,1,73,1,75,4,1,400,0.13,200
37086,70,1,24,1,76,6,1,400,0.01,200
41573,71,1,74,1,77,2,1,400,0.04,200
45095,72,1,75,1,27,2,1,400,0.06,200
47615,73,1,76,1,78,4,1,400,0.12,200
49575,74,1,77,1,79,3,1,400,0.01,200
49575,74,1,77,1,80,5,1,400,0.0,200
55551,75,1,78,1,81,2,1,400,0.06,200
57891,76,1,79,1,82,5,1,400,0.0,200
65801,77,1,80,1,83,2,1,400,0.1,200
13965,78,1,81,1,84,2,1,400,0.18,200
31085,79,1,82,1,85,2,1,400,0.15,200
31085,79,1,83,1,86,2,1,400,0.13,200
33398,80,1,84,1,87,2,1,400,0.12,200
35505,81,1,85,1,88,5,1,400,0.2,200
39648,82,1,64,1,89,2,1,400,0.05,200
43918,83,1,86,1,90,2,1,400,0.16,200
53513,84,1,15,1,91,2,1,400,0.13,200
61078,85,1,87,1,92,6,1,400,0.0,200
63918,86,1,88,1,93,2,1,400,0.13,200
67608,87,1,89,1,94,5,1,400,0.05,200
856,88,1,90,1,95,2,1,400,0.15,200
2531,89,1,91,1,96,2,1,400,0.18,200
7935,90,1,92,1,97,2,1,400,0.1,200
8305,91,1,93,1,98,6,1,400,0.13,200
8305,91,1,94,1,99,2,1,400,0.12,200
8986,92,1,95,1,100,2,1,400,0.2,200
13321,93,1,96,1,101,2,1,400,0.18,200
19331,94,1,97,1,102,1,1,400,0.07,200
27306,95,1,98,1,103,6,1,400,0.04,200
27535,96,1,99,1,104,5,1,400,0.03,200
31318,97,1,100,1,43,3,1,400,0.25,200
31501,98,1,101,1,105,3,1,400,0.0,200
35038,99,1,102,1,106,5,1,400,0.04,200
35038,99,1,103,1,107,4,1,400,0.03,200
39383,100,1,104,1,108,2,1,400,0.17,200
39826,101,1,104,1,108,2,1,400,0.0,200
49358,102,1,105,1,109,0,1,400,0.09,200
55345,103,1,106,1,110,0,1,400,0.2,200
5986,104,1,107,1,111,3,1,400,0.09,200
5986,104,1,107,1,111,3,1,400,0.1,200
6181,105,1,108,1,112,5,1,400,0.18,200
8926,106,1,109,1,113,4,1,400,0.2,200
13831,107,1,2,1,2,4,1,400,0.01,200
25568,108,1,110,1,114,2,1,400,0.0,200
33971,109,1,111,1,115,5,1,400,0.13,200
45245,110,1,112,1,116,5,1,400,0.04,200
61383,111,1,113,1,117,5,1,400,0.05,200
1968,112,1,114,1,118,3,1,400,0.18,200
3136,113,1,114,1,118,3,1,400,0.02,200
8158,114,1,115,1,119,4,1,400,0.2,200
25298,115,1,116,1,120,5,1,400,0.06,200
25991,116,1,117,1,121,2,1,400,0.01,200
37063,117,1,118,1,122,3,1,400,0.04,200
41628,118,1,119,1,123,5,1,400,0.12,200
55931,119,1,66,1,124,5,1,400,0.18,200
63386,120,1,120,1,125,6,1,400,0.15,200
63386,120,1,121,1,126,6,1,400,0.13,200
63926,121,1,122,1,127,6,1,400,0.09,200
67036,122,1,123,1,128,4,1,400,0.18,200
6986,123,1,124,1,129,2,1,400,0.05,200
17206,124,1,125,1,130,4,1,400,0.18,200
17206,124,1,125,1,131,2,1,400,0.17,200
19238,125,1,126,1,132,5,1,400,0.0,200
35911,126,1,127,1,133,5,1,400,0.13,200
43256,127,1,128,1,134,2,1,400,0.01,200
45643,128,1,129,1,135,6,1,400,0.13,200
47265,129,1,130,1,136,5,1,400,0.03,200
49338,130,1,78,1,137,4,1,400,0.16,200
57346,131,1,31,1,33,2,1,400,0.12,200
61308,132,1,131,1,138,2,1,400,0.16,200
61566,133,1,131,1,139,4,1,400,0.01,200
63823,134,1,132,1,140,6,1,400,0.16,200
973,135,2,133,1,141,3,1,200,0.16,100
1563,136,2,133,1,141,3,1,200,0.16,100
6505,137,2,134,1,142,2,1,200,0.18,100
6995,138,2,56,1,143,5,1,200,0.06,100
6995,138,2,135,1,144,2,1,200,0.07,100
7958,139,2,136,1,145,2,1,200,0.2,100
11346,140,2,137,1,146,4,1,200,0.05,100
11346,140,2,138,1,147,5,1,200,0.06,100
11648,141,2,139,1,148,6,1,200,0.15,100
13501,142,2,140,1,149,4,1,200,0.2,100
13501,142,2,118,1,122,3,1,200,0.25,100
13835,143,2,11,1,150,4,1,200,0.07,100
15233,144,2,141,1,151,3,1,200,0.06,100
21011,145,2,142,1,152,4,1,200,0.18,100
25563,146,2,143,1,153,3,1,200,0.16,100
25845,147,2,144,1,154,4,1,200,0.25,100
27596,148,2,145,1,155,3,1,200,0.13,100
29003,149,2,146,1,156,6,1,200,0.09,100
31873,150,2,147,1,157,4,1,200,0.01,100
41226,151,2,148,1,158,6,1,200,0.25,100
43368,152,2,149,1,159,4,1,200,0.1,100
45536,153,2,150,1,160,3,1,200,0.1,100
47541,154,2,151,1,161,6,1,200,0.06,100
47541,154,2,151,1,161,6,1,200,0.07,100
49385,155,2,152,1,162,4,1,200,0.05,100
51053,156,2,153,1,163,4,1,200,0.12,100
51053,156,2,154,1,164,3,1,200,0.1,100
51095,157,2,155,1,165,5,1,200,0.25,100
51603,158,2,156,1,166,6,1,200,0.13,100
61566,133,2,157,1,167,4,1,200,0.05,100
65331,159,2,158,1,168,5,1,200,0.12,100
4701,160,2,13,1,169,2,1,200,0.02,100
6736,161,2,159,1,170,2,1,200,0.1,100
7561,162,2,66,1,124,5,1,200,0.09,100
25298,115,2,160,1,171,4,1,200,0.18,100
33338,163,2,161,1,172,2,1,200,0.17,100
35566,164,2,162,1,173,4,1,200,0.02,100
43376,165,2,163,1,174,4,1,200,0.09,100
47533,166,2,164,1,175,4,1,200,0.1,100
49038,167,2,165,1,176,6,1,200,0.17,100
61383,111,2,130,1,136,5,1,200,0.0,100
65586,168,2,166,1,177,2,1,200,0.0,100
67878,169,2,167,1,178,6,1,200,0.01,100
856,88,2,168,1,179,2,1,200,0.2,100
2735,170,2,169,1,180,5,1,200,0.1,100
2735,170,2,170,1,181,3,1,200,0.12,100
11915,171,2,171,1,182,6,1,200,0.15,100
13965,78,2,83,1,183,2,1,200,0.05,100
19331,94,2,172,1,184,0,1,200,0.0,100
19331,94,2,173,1,185,2,1,200,0.01,100
27036,172,2,174,1,186,6,1,200,0.1,100
27535,96,2,89,1,187,5,1,200,0.06,100
39826,101,2,94,1,188,4,1,200,0.15,100
43385,173,2,175,1,189,2,1,200,0.06,100
51028,174,2,176,1,190,5,1,200,0.16,100
53513,84,2,177,1,191,6,1,200,0.1,100
55026,175,2,178,1,192,1,1,200,0.02,100
55026,175,2,59,1,193,2,1,200,0.01,100
55096,176,2,59,1,193,2,1,200,0.03,100
59653,177,2,179,1,194,4,1,200,0.05,100
59653,177,2,179,1,194,4,1,200,0.06,100
63366,178,2,106,1,110,0,1,200,0.05,100
67608,87,2,180,1,195,2,1,200,0.02,100
4991,53,2,181,1,196,2,1,200,0.06,100
19578,179,2,6,1,197,1,1,200,0.04,100
37628,180,2,182,1,198,0,1,200,0.12,100
41938,181,2,183,1,199,4,1,200,0.16,100
43656,182,2,184,1,200,2,1,200,0.2,100
43656,182,2,184,1,200,2,1,200,0.25,100
47568,59,2,185,1,201,2,1,200,0.01,100
55661,183,2,186,1,202,2,1,200,0.15,100
55661,183,2,186,1,202,2,1,200,0.16,100
61256,184,2,78,1,203,2,1,200,0.07,100
63003,62,2,187,1,204,4,1,200,0.03,100
65931,63,2,188,1,205,2,1,200,0.09,100
476,185,2,133,1,206,2,1,200,0.07,100
2393,186,2,189,1,207,4,1,200,0.09,100
4956,187,2,181,1,208,2,1,200,0.17,100
13265,188,2,190,1,209,6,1,200,0.07,100
15306,68,2,191,1,210,2,1,200,0.07,100
15865,189,2,98,1,211,6,1,200,0.03,100
17631,190,2,192,1,212,2,1,200,0.18,100
19325,191,2,193,1,213,6,1,200,0.02,100
27031,192,2,44,1,214,2,1,200,0.16,100
27553,69,2,13,1,13,4,1,200,0.04,100
27808,193,2,194,1,215,4,1,200,0.25,100
31606,194,2,195,1,216,2,1,200,0.2,100
39351,195,2,196,1,217,2,1,200,0.17,100
41573,71,2,197,1,218,4,1,200,0.09,100
47615,73,2,198,1,219,6,1,200,0.15,100
51601,196,2,199,1,220,2,1,200,0.16,100
55551,75,2,200,1,221,2,1,200,0.01,100
57891,76,2,201,1,222,2,1,200,0.06,100
59605,197,2,202,1,223,6,1,200,0.18,100
63075,198,2,203,1,224,6,1,200,0.2,100
63075,198,2,203,1,224,6,1,200,0.25,100
2766,199,2,54,1,225,2,1,200,0.01,100
4305,37,2,39,1,226,1,1,200,0.1,100
6395,200,2,151,1,227,6,1,200,0.12,100
7725,38,2,81,1,228,6,1,200,0.13,100
7983,201,2,204,1,229,4,1,200,0.05,100
7983,201,2,204,1,229,4,1,200,0.06,100
13525,202,2,115,1,230,6,1,200,0.07,100
13525,202,2,115,1,230,6,1,200,0.06,100
17316,203,2,205,1,231,2,1,200,0.18,100
23813,204,2,206,1,232,4,1,200,0.06,100
23813,204,2,206,1,232,4,1,200,0.05,100
31238,205,2,207,1,233,4,1,200,0.01,100
33215,206,2,208,1,234,6,1,200,0.0,100
33921,207,2,209,1,91,0,1,200,0.17,100
41521,46,2,197,1,235,2,1,200,0.02,100
51373,208,2,210,1,236,4,1,200,0.16,100
51806,48,2,127,1,237,2,1,200,0.06,100
55881,209,2,26,1,238,2,1,200,0.03,100
63371,210,2,211,1,239,0,1,200,0.03,100
65985,211,2,212,1,240,2,1,200,0.16,100
1196,212,2,213,1,241,2,1,200,0.01,100
1785,42,2,214,1,242,6,1,200,0.25,100
3535,1,2,1,1,1,6,1,200,0.05,100
7396,3,2,3,1,3,2,1,200,0.06,100
9595,213,2,215,1,243,6,1,200,0.07,100
15605,214,2,216,1,244,6,1,200,0.17,100
21916,9,2,9,1,9,2,1,200,0.12,100
23216,215,2,63,1,245,2,1,200,0.01,100
23216,215,2,63,1,245,2,1,200,0.02,100
23578,10,2,10,1,10,4,1,200,0.03,100
25691,216,2,217,1,246,2,1,200,0.13,100
25691,216,2,217,1,246,2,1,200,0.15,100
25851,217,2,218,1,247,2,1,200,0.18,100
29685,14,2,14,1,14,6,1,200,0.1,100
29685,14,2,14,1,14,6,1,200,0.12,100
33978,218,2,209,1,248,4,1,200,0.2,100
37553,18,2,18,1,18,4,1,200,0.12,100
41605,219,2,219,1,249,6,1,200,0.17,100
51843,220,2,127,1,250,4,1,200,0.13,100
65561,221,2,220,1,251,2,1,200,0.09,100
67823,35,2,32,1,34,4,1,200,0.17,100
2768,222,3,54,1,252,-21,1,300,0.1,150
4135,52,3,2,1,253,-16,1,300,0.25,150
6395,200,3,151,1,254,-18,1,300,0.2,150
6538,223,3,221,1,255,-14,1,300,0.09,150
17878,224,3,222,1,256,-61,1,300,0.01,150
33398,80,3,103,1,257,-71,1,300,0.02,150
35505,81,3,87,1,258,-98,1,300,0.04,150
47228,225,3,223,1,259,-154,1,300,0.06,150
53333,226,3,74,1,260,-240,1,300,0.03,150
61985,227,3,224,1,261,-198,1,300,0.12,150
63918,86,3,31,1,262,-164,1,300,0.03,150
11598,228,3,225,1,263,700,1,300,0.02,150
21091,229,3,226,1,264,593,1,300,0.17,150
37366,230,3,17,1,265,392,1,300,0.09,150
37628,180,3,182,1,266,386,1,300,0.09,150
43385,173,3,160,1,267,308,1,300,0.18,150
65258,40,3,227,1,268,35,1,300,0.07,150
67608,87,3,228,1,269,9,1,300,0.01,150
856,88,3,168,1,179,2,1,300,0.2,150
5536,231,3,229,1,270,-41,1,300,0.07,150
17296,232,3,205,1,271,-202,1,300,0.15,150
35321,233,3,230,1,272,-424,1,300,0.1,150
45091,234,3,231,1,273,-561,1,300,0.0,150
51301,235,3,232,1,274,-620,1,300,0.16,150
53501,236,3,165,1,275,-648,1,300,0.17,150
61256,184,3,78,1,276,-661,1,300,0.05,150
61301,237,3,78,1,277,-660,1,300,0.13,150
61886,51,3,233,1,278,-666,1,300,0.09,150
2593,238,3,53,1,279,238,1,300,0.09,150
3328,239,3,169,1,280,265,1,300,0.09,150
6123,240,3,150,1,281,246,1,300,0.03,150
6536,42,3,221,1,282,270,1,300,0.1,150
13321,93,3,234,1,283,234,1,300,0.07,150
21321,241,3,235,1,284,239,1,300,0.1,150
27306,95,3,236,1,285,199,1,300,0.06,150
29258,242,3,237,1,286,179,1,300,0.04,150
29258,242,3,237,1,287,184,1,300,0.03,150
39383,100,3,196,1,288,82,1,300,0.16,150
39383,100,3,196,1,289,86,1,300,0.17,150
39931,99,3,238,1,289,78,1,300,0.05,150
43901,243,3,239,1,290,94,1,300,0.16,150
45368,244,3,240,1,291,88,1,300,0.13,150
47568,59,3,185,1,52,66,1,300,0.06,150
49358,102,3,241,1,292,52,1,300,0.16,150
51028,174,3,242,1,293,83,1,300,0.17,150
51963,245,3,49,1,294,74,1,300,0.12,150
51963,245,3,49,1,295,80,1,300,0.1,150
1566,246,3,149,1,296,5,1,300,0.04,150
1968,112,3,109,1,113,4,1,300,0.09,150
4728,247,3,178,1,297,24,1,300,0.2,150
6736,161,3,134,1,298,41,1,300,0.03,150
11813,248,3,243,1,299,-2,1,300,0.09,150
17205,249,3,117,1,300,-44,1,300,0.18,150
33971,109,3,209,1,10,-147,1,300,0.0,150
43376,165,3,160,1,301,-181,1,300,0.2,150
45571,250,3,244,1,302,-205,1,300,0.05,150
51385,251,3,245,1,303,-181,1,300,0.12,150
61275,252,3,78,1,304,-163,1,300,0.0,150
67036,122,3,246,1,305,-171,1,300,0.17,150
593,253,3,247,1,306,814,1,300,0.2,150
1563,136,3,149,1,307,817,1,300,0.05,150
3135,254,3,248,1,308,814,1,300,0.09,150
6986,123,3,56,1,309,797,1,300,0.13,150
13835,143,3,249,1,310,-177,1,300,0.2,150
23571,255,3,10,1,311,-124,1,300,0.13,150
29818,256,3,250,1,312,-102,1,300,0.15,150
33373,257,3,103,1,313,-57,1,300,0.09,150
43256,127,3,21,1,314,-134,1,300,0.13,150
47541,154,3,251,1,315,-121,1,300,0.16,150
49858,258,3,252,1,21,-94,1,300,0.03,150
49858,258,3,252,1,316,-78,1,300,0.04,150
51095,157,3,163,1,317,-67,1,300,0.18,150
51341,259,3,210,1,318,-52,1,300,0.03,150
51611,260,3,199,1,319,-58,1,300,0.18,150
55043,261,3,253,1,320,-70,1,300,0.15,150
61231,262,3,254,1,157,-6,1,300,0.16,150
61308,132,3,78,1,321,1,1,300,0.12,150
63823,134,3,255,1,322,-2,1,300,0.15,150
63823,134,3,255,1,323,5,1,300,0.16,150
63841,263,3,255,1,324,8,1,300,0.06,150
63841,263,3,255,1,325,21,1,300,0.05,150
63953,264,3,31,1,326,22,1,300,0.17,150
65331,159,3,256,1,327,22,1,300,0.13,150
853,65,3,168,1,328,4,1,300,0.25,150
7756,265,3,257,1,329,2,1,300,0.03,150
11061,266,3,258,1,330,2,1,300,0.06,150
11341,67,3,259,1,331,2,1,300,0.13,150
11341,67,3,259,1,331,2,1,300,0.12,150
15306,68,3,191,1,210,2,1,300,0.03,150
17838,267,3,222,1,332,4,1,300,0.12,150
17838,267,3,222,1,332,4,1,300,0.13,150
29035,268,3,260,1,333,6,1,300,0.07,150
31606,194,3,195,1,216,2,1,300,0.25,150
33606,269,3,261,1,334,2,1,300,0.25,150
35208,270,3,262,1,335,4,1,300,0.02,150
35933,271,3,263,1,336,4,1,300,0.0,150
41573,71,3,197,1,218,4,1,300,0.02,150
57891,76,3,201,1,222,2,1,300,0.01,150
57901,272,3,201,1,222,2,1,300,0.25,150
1196,212,3,213,1,241,2,1,300,0.03,150
1785,42,3,214,1,242,6,1,300,0.13,150
5996,273,3,110,1,114,2,1,300,0.02,150
9598,274,3,215,1,337,4,1,300,0.16,150
19273,5,3,5,1,5,4,1,300,0.1,150
19305,275,3,5,1,338,6,1,300,0.03,150
19836,276,3,264,1,339,2,1,300,0.07,150
21215,7,3,7,1,7,6,1,300,0.18,150
23216,215,3,63,1,245,2,1,300,0.12,150
23216,215,3,63,1,245,2,1,300,0.1,150
23673,277,3,265,1,340,4,1,300,0.12,150
23871,278,3,266,1,341,2,1,300,0.01,150
25301,11,3,11,1,11,2,1,300,0.05,150
25691,216,3,217,1,246,2,1,300,0.12,150
35565,279,3,16,1,342,6,1,300,0.09,150
41605,219,3,219,1,249,6,1,300,0.2,150
41645,280,3,219,1,249,6,1,300,0.06,150
43246,21,3,21,1,21,2,1,300,0.18,150
43246,21,3,21,1,21,2,1,300,0.17,150
49348,281,3,241,1,343,4,1,300,0.17,150
49953,282,3,267,1,320,4,1,300,0.03,150
51843,220,3,127,1,250,4,1,300,0.18,150
59071,28,3,27,1,28,2,1,300,0.07,150
65561,221,3,220,1,251,2,1,300,0.15,150
67583,283,3,228,1,344,4,1,300,0.09,150
2123,284,4,268,1,345,4,1,50,0.12,125
4956,187,4,181,1,208,2,1,50,0.03,125
7586,285,4,135,1,144,2,1,50,0.2,125
8926,106,4,269,1,346,2,1,50,0.15,125
9595,213,4,215,1,243,6,1,50,0.17,125
9901,286,4,270,1,347,2,1,50,0.13,125
11356,287,4,259,1,331,2,1,50,0.15,125
11356,287,4,259,1,331,2,1,50,0.16,125
11615,288,4,225,1,348,6,1,50,0.1,125
11615,288,4,225,1,348,6,1,50,0.12,125
13201,289,4,271,1,349,2,1,50,0.1,125
13501,142,4,115,1,350,2,1,50,0.06,125
15865,189,4,98,1,211,6,1,50,0.2,125
23886,290,4,266,1,341,2,1,50,0.17,125
25988,291,4,64,1,351,4,1,50,0.04,125
25991,116,4,64,1,352,2,1,50,0.03,125
27596,148,4,13,1,169,2,1,50,0.13,125
29035,268,4,260,1,333,6,1,50,0.12,125
31308,292,4,272,1,353,4,1,50,0.15,125
31606,194,4,195,1,216,2,1,50,0.05,125
33338,163,4,273,1,354,4,1,50,0.2,125
39986,19,4,19,1,19,2,1,50,0.1,125
41256,293,4,274,1,355,2,1,50,0.07,125
45643,128,4,275,1,356,4,1,50,0.03,125
45643,128,4,275,1,356,4,1,50,0.04,125
49385,155,4,241,1,357,6,1,50,0.12,125
51053,156,4,163,1,174,4,1,50,0.13,125
53388,294,4,276,1,358,4,1,50,0.16,125
55298,295,4,277,1,359,4,1,50,0.05,125
59336,29,4,28,1,29,2,1,50,0.03,125
4936,296,4,181,1,196,2,1,50,0.06,125
4991,53,4,181,1,196,2,1,50,0.25,125
8985,297,4,278,1,360,6,1,50,0.04,125
11331,298,4,259,1,361,2,1,50,0.18,125
17288,299,4,205,1,362,4,1,50,0.12,125
17296,232,4,205,1,363,2,1,50,0.1,125
21098,300,4,226,1,364,2,1,50,0.2,125
27816,301,4,279,1,365,0,1,50,0.2,125
29218,302,4,280,1,366,1,1,50,0.01,125
37366,230,4,17,1,367,0,1,50,0.15,125
39566,303,4,281,1,368,1,1,50,0.03,125
41023,304,4,282,1,369,4,1,50,0.25,125
49578,305,4,24,1,370,2,1,50,0.18,125
51301,235,4,232,1,371,2,1,50,0.18,125
57561,61,4,283,1,372,2,1,50,0.0,125
2766,199,5,54,1,373,-15,1,25,0.1,58
15811,43,6,284,1,374,-70,1,52,0.13,122
23221,56,7,63,1,375,-160,1,48,0.05,107
31238,205,8,207,1,376,-263,1,25,0.13,57
39826,101,9,285,1,377,-318,1,52,0.02,100
49228,306,8,286,1,378,-346,1,25,0.16,57
61366,307,10,287,1,379,-399,1,110,0.03,54
61985,227,11,224,1,380,-379,1,80,0.15,134
65566,308,12,220,1,381,-379,1,170,0.07,82
2393,186,13,189,1,382,749,1,25,0.13,60
11346,140,14,259,1,383,666,1,25,0.25,59
17206,124,15,117,1,384,698,1,32,0.17,69
19325,191,16,193,1,385,708,1,15,0.06,31
21816,309,17,8,1,159,-292,1,10,0.01,16
29003,149,18,260,1,386,-365,1,22,0.16,43
33656,310,19,288,1,346,-359,1,16,0.07,28
59391,311,20,28,1,387,-503,1,108,0.17,48
59838,312,21,289,1,388,-495,1,180,0.12,85
61231,262,22,254,1,389,-469,1,200,0.17,63
65331,159,23,256,1,390,-434,1,120,0.05,31
67036,122,10,246,1,391,-311,1,110,0.07,54
11648,141,24,153,1,392,571,1,70,0.04,139
21098,300,25,226,1,393,583,1,32,0.09,70
21215,7,26,7,1,394,587,1,35,0.06,66
21375,313,27,290,1,395,588,1,25,0.12,59
27596,148,28,13,1,396,591,1,30,0.25,55
29985,314,26,291,1,397,573,1,35,0.04,66
35911,126,29,263,1,398,-287,1,45,0.03,106
39566,303,30,281,1,399,-324,1,28,0.09,60
41256,293,28,274,1,8,-282,1,30,0.15,55
53913,315,31,292,1,400,-219,1,30,0.04,71
59336,29,32,28,1,401,-79,1,200,0.05,70
63953,264,33,31,1,402,-100,1,125,0.07,57
5536,231,34,229,1,403,810,1,100,0.07,245
17003,316,34,293,1,404,706,1,100,0.25,245
17316,203,34,205,1,205,712,1,100,0.0,245
27235,317,34,294,1,405,578,1,100,0.0,245
45368,244,34,240,1,406,-640,1,100,0.1,245
63366,178,34,180,1,407,-465,1,100,0.18,245
1563,136,34,149,1,408,495,1,100,0.0,245
3535,1,34,1,1,409,532,1,100,0.06,245
4728,247,34,178,1,410,558,1,100,0.1,245
9106,318,34,113,1,411,588,1,100,0.2,245
9595,213,34,215,1,412,715,1,100,0.16,245
11006,319,34,4,1,308,699,1,100,0.1,245
11648,141,34,153,1,413,719,1,100,0.06,245
17506,320,34,295,1,414,692,1,100,0.13,245
23535,321,34,296,1,415,649,1,100,0.02,245
27596,148,34,13,1,416,598,1,100,0.02,245
35293,322,34,230,1,417,-239,1,100,0.06,245
35293,322,34,230,1,418,-222,1,100,0.07,245
45571,250,34,244,1,419,-155,1,100,0.01,245
51611,260,34,199,1,307,86,1,100,0.15,245
61275,252,34,78,1,420,84,1,100,0.01,245
67665,323,34,297,1,421,9,1,100,0.06,245
21091,229,35,226,1,422,42,1,40,0.05,97
27063,324,35,298,1,423,55,1,40,0.16,97
29981,325,35,291,1,423,13,1,40,0.2,97
31238,205,35,207,1,424,59,1,40,0.16,97
45368,244,35,240,1,425,24,1,40,0.18,97
51028,174,35,242,1,426,65,1,40,0.2,97
55015,326,35,253,1,427,41,1,40,0.12,97
57558,327,35,283,1,428,53,1,40,0.2,97
61366,307,35,287,1,429,47,1,40,0.06,97
2163,328,35,299,1,430,11,1,40,0.18,97
2393,186,35,189,1,431,36,1,40,0.05,97
9336,329,35,300,1,432,40,1,40,0.18,97
15016,330,35,301,1,433,6,1,40,0.02,97
19836,276,35,264,1,434,13,1,40,0.2,97
25563,146,35,302,1,246,4,1,40,0.04,97
25988,291,35,64,1,351,4,1,40,0.12,97
27558,13,35,13,1,13,4,1,40,0.18,97
35818,331,35,303,1,435,4,1,40,0.01,97
37063,117,35,304,1,436,4,1,40,0.17,97
37325,332,35,305,1,437,6,1,40,0.03,97
39028,333,35,306,1,438,4,1,40,0.02,97
41301,334,35,274,1,355,2,1,40,0.2,97
43246,21,35,21,1,21,2,1,40,0.03,97
55043,261,35,253,1,305,4,1,40,0.09,97
63823,134,35,255,1,33,4,1,40,0.1,97
65561,221,35,220,1,251,2,1,40,0.25,97
6105,335,36,150,1,439,2,1,50,0.02,125
6536,42,36,221,1,440,2,1,50,0.04,125
23841,336,36,266,1,441,2,1,50,0.1,125
25283,337,36,11,1,442,0,1,50,0.17,125
25665,338,36,307,1,443,6,1,50,0.16,125
27063,324,36,298,1,444,2,1,50,0.18,125
29953,339,36,291,1,445,4,1,50,0.13,125
29981,325,36,291,1,446,2,1,50,0.1,125
