CustomerID,Customer ID,Customer Market,Customer Region,Customer Country
287,1371,Europe,Southern Europe,Italy
288,908,Europe,Western Europe,Belgium
289,7500,Europe,Western Europe,Germany
290,5243,Pacific Asia,Southeast Asia,Philippines
291,3296,Pacific Asia,Southeast Asia,Philippines
292,11367,North America,West of USA,USA
293,3576,North America,West of USA,USA
294,7831,LATAM,South America,Argentina
295,11635,LATAM,South America,Brazil
296,3429,LATAM,Caribbean,Cuba
297,3627,LATAM,Central America,Guatemala
298,11637,Europe,Northern Europe,United Kingdom
299,5994,Europe,Western Europe,France
300,5290,Pacific Asia,Oceania,Australia
301,8550,Pacific Asia,Eastern Asia,China
302,10500,Pacific Asia,South Asia,India
303,7301,North America,US Center,USA
304,9111,North America,East of USA,USA
305,10802,Africa,Central Africa,Democratic Republic of Congo
306,10308,Pacific Asia,West Asia,Turkey
307,94,LATAM,South America,Brazil
308,4372,Europe,Western Europe,Austria
309,7270,Pacific Asia,South Asia,Pakistan
310,5308,North America,East of USA,USA
311,8810,LATAM,Central America,Mexico
312,8649,LATAM,Central America,Nicaragua
313,3889,Pacific Asia,South Asia,India
314,4151,Pacific Asia,Southeast Asia,Indonesia
315,10785,LATAM,Central America,Guatemala
316,6212,Europe,Western Europe,France
317,5019,Pacific Asia,South Asia,India
318,4188,LATAM,Caribbean,Dominican Republic
319,5761,Europe,Western Europe,Austria
320,9876,Europe,Western Europe,France
321,8917,Pacific Asia,Oceania,Australia
322,6080,North America,US Center,USA
323,6365,Europe,Western Europe,France
324,8639,Pacific Asia,Southeast Asia,Indonesia
325,8760,Pacific Asia,Oceania,Australia
326,9475,LATAM,Central America,Mexico
327,6284,LATAM,South America,Venezuela
328,11650,LATAM,South America,Brazil
329,11662,LATAM,Caribbean,Dominican Republic
330,8591,Europe,Northern Europe,United Kingdom
331,10866,North America,US Center,USA
332,1371,North America,South of  USA,USA
333,10447,North America,US Center,USA
334,3780,Europe,Eastern Europe,Poland
335,10447,LATAM,Caribbean,Dominican Republic
336,4406,Pacific Asia,South Asia,India
337,6133,Pacific Asia,South Asia,Pakistan
338,11650,Pacific Asia,Oceania,Australia
339,9451,Pacific Asia,Oceania,Australia
340,11313,North America,East of USA,USA
341,1629,LATAM,Central America,El Salvador
342,1737,LATAM,South America,Colombia
343,5120,Europe,Western Europe,Germany
344,7898,Europe,Western Europe,France
345,10679,Europe,Western Europe,Germany
346,12088,Pacific Asia,Oceania,Australia
347,10306,Pacific Asia,West Asia,Turkey
348,2634,LATAM,Caribbean,Cuba
349,5722,Europe,Northern Europe,United Kingdom
350,5053,Europe,Western Europe,Germany
351,6067,Europe,Northern Europe,Sweden
352,925,Europe,Western Europe,France
353,4016,Pacific Asia,South Asia,India
354,7330,Africa,Southern Africa,South Africa
355,7655,Africa,North Africa,Morocco
356,1785,Europe,Northern Europe,United Kingdom
357,2244,LATAM,Central America,Mexico
358,3589,LATAM,South America,Uruguay
359,10670,Europe,Western Europe,Netherlands
360,10658,Pacific Asia,Southeast Asia,Indonesia
361,11876,Pacific Asia,Southeast Asia,Malaysia
362,6783,North America,US Center,USA
363,9992,North America,US Center,USA
364,2911,North America,South of  USA,USA
365,11426,North America,West of USA,USA
366,10391,LATAM,South America,Brazil
367,9257,Europe,Northern Europe,Sweden
368,11889,Europe,Western Europe,Germany
369,10906,LATAM,Central America,Mexico
370,385,Pacific Asia,Eastern Asia,China
371,4080,Pacific Asia,Eastern Asia,China
372,11504,North America,West of USA,USA
373,5120,North America,West of USA,USA
374,5284,Africa,West Africa,Nigeria
375,7317,Europe,Northern Europe,United Kingdom
376,1373,Europe,Northern Europe,United Kingdom
377,4372,Pacific Asia,Eastern Asia,China
378,5053,North America,West of USA,USA
379,542,Europe,Western Europe,Germany
380,2903,LATAM,South America,Brazil
381,4385,LATAM,Caribbean,Dominican Republic
382,5243,Europe,Western Europe,France
383,330,Europe,Western Europe,France
384,8666,Pacific Asia,Eastern Asia,Hong Kong
385,4867,Pacific Asia,Eastern Asia,China
386,10679,North America,East of USA,USA
387,11555,Pacific Asia,West Asia,Iraq
388,4188,LATAM,South America,Brazil
389,8796,Europe,Western Europe,France
390,9125,Pacific Asia,Oceania,Australia
391,11627,Pacific Asia,Eastern Asia,China
392,1011,Pacific Asia,Southeast Asia,Indonesia
393,7339,Pacific Asia,Oceania,Australia
394,9574,North America,US Center,USA
395,8803,Pacific Asia,West Asia,Turkey
396,1171,Africa,Southern Africa,South Africa
397,6799,LATAM,Caribbean,Haiti
398,3252,LATAM,South America,Argentina
399,6636,LATAM,Central America,El Salvador
400,8649,Pacific Asia,South Asia,Iran
401,34,Europe,Western Europe,Germany
402,10850,Europe,Western Europe,Germany
403,762,Pacific Asia,Oceania,Australia
404,9451,Pacific Asia,Eastern Asia,Hong Kong
405,8666,LATAM,Central America,El Salvador
406,3530,Europe,Western Europe,France
407,11622,LATAM,Central America,Panama
408,644,Europe,Western Europe,France
409,9011,North America,US Center,USA
410,3625,North America,West of USA,USA
411,5994,Africa,Central Africa,Cameroon
412,2270,Europe,Western Europe,Germany
413,5286,Europe,Western Europe,France
414,2848,Europe,Northern Europe,Sweden
415,5975,North America,South of  USA,USA
416,5264,Europe,Eastern Europe,Ukraine
417,6344,Pacific Asia,South Asia,Iran
418,3927,Europe,Southern Europe,Italy
419,800,LATAM,Central America,Mexico
420,4154,North America,South of  USA,USA
421,4958,Pacific Asia,West Asia,Saudi Arabia
422,9264,Europe,Western Europe,France
423,2270,Europe,Northern Europe,United Kingdom
424,5486,Pacific Asia,Oceania,Australia
425,10306,Europe,Southern Europe,Spain
426,5477,LATAM,South America,Brazil
427,2848,Pacific Asia,Southeast Asia,Indonesia
428,11662,Pacific Asia,South Asia,India
429,1588,North America,US Center,USA
430,2402,Europe,Western Europe,Germany
431,10099,North America,West of USA,USA
432,2402,LATAM,Caribbean,Cuba
433,11815,Europe,Western Europe,Switzerland
434,7223,Europe,Northern Europe,Ireland
435,9619,Pacific Asia,South Asia,India
436,3625,Pacific Asia,Eastern Asia,China
437,2629,North America,East of USA,USA
438,1216,Pacific Asia,West Asia,Iraq
439,8098,North America,Canada,Canada
440,9264,LATAM,Central America,Guatemala
441,10447,Europe,Western Europe,Germany
442,6169,Europe,Eastern Europe,Russia
443,5542,North America,East of USA,USA
444,350,Africa,West Africa,Nigeria
445,10519,LATAM,Caribbean,Dominican Republic
446,7357,Europe,Northern Europe,United Kingdom
447,11313,LATAM,Central America,Mexico
448,8805,LATAM,Central America,Mexico
449,8831,Europe,Eastern Europe,Bulgaria
450,2984,LATAM,South America,Colombia
451,10262,LATAM,South America,Brazil
452,9652,Pacific Asia,Eastern Asia,China
453,10267,North America,US Center,USA
454,4315,Pacific Asia,South Asia,Iran
455,4836,LATAM,South America,Brazil
456,2227,Pacific Asia,Southeast Asia,Philippines
457,2518,North America,West of USA,USA
458,2766,Pacific Asia,West Asia,Saudi Arabia
459,3453,Pacific Asia,Southeast Asia,Philippines
460,2984,Pacific Asia,South Asia,Iran
461,670,Africa,West Africa,Nigeria
462,10046,Europe,Western Europe,Austria
463,8810,LATAM,Central America,El Salvador
464,7655,North America,West of USA,USA
465,3020,Europe,Eastern Europe,Ukraine
466,3927,LATAM,Central America,Mexico
467,5212,LATAM,Caribbean,Cuba
468,11813,Europe,Western Europe,Germany
469,635,Europe,Western Europe,France
470,1757,Africa,East Africa,Zambia
471,1954,Pacific Asia,Southeast Asia,Philippines
472,11776,LATAM,South America,Chile
473,8833,LATAM,Caribbean,Cuba
474,7393,Pacific Asia,Eastern Asia,China
475,2813,Europe,Western Europe,Germany
476,1550,Africa,West Africa,Nigeria
477,5038,North America,West of USA,USA
478,6699,LATAM,Central America,Panama
479,9070,Pacific Asia,South Asia,Pakistan
480,3012,LATAM,Central America,Mexico
481,2903,Europe,Northern Europe,United Kingdom
482,3654,Europe,Western Europe,Germany
483,5722,Pacific Asia,Southeast Asia,Philippines
484,7793,North America,West of USA,USA
485,11555,LATAM,Caribbean,Cuba
486,1203,Europe,Western Europe,France
487,1847,LATAM,South America,Brazil
488,2903,Europe,Western Europe,Germany
489,2546,Europe,Western Europe,Germany
490,6020,LATAM,Central America,Mexico
491,8986,Pacific Asia,Oceania,Australia
492,2546,Europe,Western Europe,France
493,4562,LATAM,South America,Brazil
494,637,LATAM,Central America,El Salvador
495,1282,Pacific Asia,West Asia,Georgia
496,10517,Europe,Western Europe,Germany
497,2588,LATAM,South America,Argentina
498,4802,LATAM,Central America,Panama
499,9574,LATAM,South America,Peru
500,10677,LATAM,Central America,Mexico
501,10413,Africa,Central Africa,Democratic Republic of Congo
502,11392,LATAM,South America,Brazil
503,4958,North America,South of  USA,USA
504,1970,Pacific Asia,West Asia,Iraq
505,1113,North America,US Center,USA
506,865,Europe,Northern Europe,Ireland
507,10500,Pacific Asia,Eastern Asia,China
508,9044,LATAM,South America,Brazil
509,8263,Europe,Western Europe,France
510,2607,Pacific Asia,Southeast Asia,Indonesia
511,6825,North America,East of USA,USA
512,2572,Europe,Western Europe,France
513,11426,Pacific Asia,Eastern Asia,China
514,2265,LATAM,Caribbean,Jamaica
515,7415,LATAM,Central America,Mexico
516,5950,North America,South of  USA,USA
517,5994,Africa,West Africa,Ghana
518,10658,LATAM,South America,Brazil
519,5948,North America,US Center,USA
520,7806,North America,South of  USA,USA
521,7572,Pacific Asia,West Asia,Yemen
522,8988,LATAM,Central America,Mexico
523,2679,LATAM,Central America,El Salvador
524,5360,Europe,Western Europe,France
525,7406,Europe,Southern Europe,Spain
526,2780,LATAM,Central America,Nicaragua
527,1745,Europe,Western Europe,France
528,2441,Europe,Southern Europe,Italy
529,9956,Pacific Asia,South Asia,India
530,9137,Pacific Asia,Eastern Asia,South Korea
531,3704,Pacific Asia,South Asia,India
532,6225,Africa,West Africa,Nigeria
533,11053,Africa,Southern Africa,South Africa
534,6006,LATAM,South America,Brazil
535,12366,LATAM,Central America,El Salvador
536,3492,LATAM,Central America,Mexico
537,6040,Europe,Western Europe,Germany
538,10589,LATAM,Central America,El Salvador
539,11000,LATAM,Central America,Honduras
540,2502,Europe,Western Europe,Germany
541,1686,Europe,Western Europe,Germany
542,7048,North America,US Center,USA
543,6859,North America,South of  USA,USA
544,6064,North America,South of  USA,USA
545,3016,Africa,West Africa,Nigeria
546,7920,Europe,Eastern Europe,Poland
547,1730,Africa,East Africa,Madagascar
548,4850,LATAM,Central America,Mexico
549,9214,LATAM,Central America,Nicaragua
550,411,LATAM,South America,Ecuador
551,7004,Europe,Western Europe,Germany
552,2329,LATAM,Caribbean,Dominican Republic
553,9300,LATAM,South America,Brazil
554,8184,Europe,Western Europe,France
555,10584,Pacific Asia,South Asia,India
556,3057,Pacific Asia,Southeast Asia,Thailand
557,3016,North America,South of  USA,USA
558,57,North America,East of USA,USA
559,4470,North America,East of USA,USA
560,10198,North America,West of USA,USA
561,5529,Africa,North Africa,Sudan
562,6554,Africa,West Africa,Nigeria
563,9627,LATAM,Caribbean,Dominican Republic
564,7059,LATAM,Central America,Mexico
565,2015,LATAM,Caribbean,Dominican Republic
566,10496,Europe,Western Europe,Germany
567,10903,LATAM,South America,Venezuela
568,12393,Europe,Northern Europe,Norway
569,5708,LATAM,South America,Venezuela
570,5353,Europe,Western Europe,Germany
571,11443,Europe,Southern Europe,Spain
572,10273,Pacific Asia,Eastern Asia,China
573,9300,North America,East of USA,USA
574,5168,North America,West of USA,USA
575,3153,North America,South of  USA,USA
576,12427,North America,South of  USA,USA
577,7063,North America,West of USA,USA
578,1855,Pacific Asia,South Asia,Iran
579,9731,Africa,East Africa,Tanzania
580,9161,Africa,Southern Africa,South Africa
581,7410,LATAM,Central America,Mexico
582,4672,LATAM,South America,Colombia
583,2581,LATAM,South America,Colombia
584,5173,Europe,Western Europe,Germany
585,8615,Europe,Southern Europe,Italy
586,11739,LATAM,Central America,El Salvador
587,936,Europe,Western Europe,France
588,11652,Europe,Southern Europe,Italy
589,5923,Europe,Western Europe,France
590,2263,Pacific Asia,Southeast Asia,Philippines
591,2177,North America,West of USA,USA
592,6393,North America,US Center,USA
593,3448,North America,East of USA,USA
594,11817,Pacific Asia,South Asia,Iran
595,4650,Pacific Asia,Central Asia,Kazakhstan
596,1911,Pacific Asia,West Asia,Turkey
597,10569,LATAM,South America,Brazil
598,2125,LATAM,Central America,Guatemala
599,5669,LATAM,South America,Colombia
600,1207,Europe,Western Europe,Germany
601,7273,Europe,Western Europe,France
602,8525,LATAM,Central America,Mexico
603,4116,LATAM,Central America,Honduras
604,6244,LATAM,Central America,Mexico
605,2187,Europe,Northern Europe,United Kingdom
606,11949,Europe,Western Europe,France
607,11443,Europe,Western Europe,Germany
608,11049,Europe,Western Europe,France
609,11224,Pacific Asia,Eastern Asia,China
610,9373,Pacific Asia,Southeast Asia,Singapore
611,7229,Pacific Asia,Eastern Asia,China
612,9639,North America,US Center,USA
613,5449,North America,South of  USA,USA
614,325,Africa,Central Africa,Cameroon
615,2581,Africa,North Africa,Egypt
616,12161,Africa,North Africa,Libya
617,8995,Pacific Asia,Central Asia,Kazakhstan
618,8336,Europe,Eastern Europe,Romania
619,3206,Pacific Asia,West Asia,Turkey
620,9773,Europe,Eastern Europe,Poland
621,11559,LATAM,Central America,Honduras
622,12362,LATAM,South America,Brazil
623,5708,LATAM,Caribbean,Dominican Republic
624,8841,LATAM,South America,Brazil
625,9317,LATAM,South America,Brazil
626,9119,Europe,Western Europe,France
627,6719,Europe,Northern Europe,United Kingdom
628,2331,LATAM,South America,Brazil
629,5926,LATAM,Central America,Mexico
630,2358,LATAM,Central America,Panama
631,5532,LATAM,South America,Brazil
632,9928,Europe,Western Europe,Germany
633,11147,Europe,Western Europe,Netherlands
634,10506,Europe,Western Europe,France
635,1109,Pacific Asia,Southeast Asia,Philippines
636,5190,Pacific Asia,Oceania,Australia
637,11025,North America,South of  USA,USA
638,7078,North America,US Center,USA
639,5454,North America,East of USA,USA
640,3527,North America,Canada,Canada
641,4530,Africa,West Africa,Nigeria
642,6287,LATAM,Caribbean,Dominican Republic
643,7178,LATAM,Central America,Honduras
644,8839,LATAM,Central America,Guatemala
645,2780,Europe,Northern Europe,United Kingdom
646,1765,Europe,Western Europe,Germany
647,5202,Europe,Northern Europe,United Kingdom
648,7273,Europe,Northern Europe,United Kingdom
649,8646,LATAM,South America,Brazil
650,649,LATAM,South America,Brazil
651,5363,LATAM,South America,Brazil
652,8839,LATAM,Central America,Mexico
653,579,Europe,Southern Europe,Spain
654,8993,Europe,Western Europe,France
655,1595,Europe,Northern Europe,United Kingdom
656,5046,Europe,Western Europe,Germany
657,6220,Europe,Western Europe,Germany
658,3153,Pacific Asia,South Asia,India
659,8988,Pacific Asia,Southeast Asia,Philippines
660,6536,Pacific Asia,Oceania,Australia
661,8223,Pacific Asia,Eastern Asia,China
662,6303,Pacific Asia,South Asia,India
663,8417,Pacific Asia,South Asia,India
664,4941,North America,South of  USA,USA
665,1728,LATAM,Central America,Mexico
666,10961,LATAM,Caribbean,Trinidad and Tobago
667,3728,LATAM,Caribbean,Dominican Republic
668,12286,Europe,Western Europe,Germany
669,6120,Europe,Western Europe,France
670,7579,LATAM,Central America,Mexico
671,7700,LATAM,South America,Colombia
672,4494,LATAM,South America,Brazil
673,8646,LATAM,Central America,Mexico
674,9847,Europe,Western Europe,France
675,1944,Europe,Western Europe,France
676,6922,Pacific Asia,Oceania,Australia
677,3848,Pacific Asia,Oceania,Australia
678,8522,Pacific Asia,Oceania,Australia
679,11133,North America,West of USA,USA
680,1221,North America,West of USA,USA
681,10862,North America,South of  USA,USA
682,1046,Pacific Asia,West Asia,Turkey
683,5829,Europe,Eastern Europe,Russia
684,2935,North America,Canada,Canada
685,12293,LATAM,South America,Argentina
686,5621,Europe,Southern Europe,Spain
687,585,Europe,Southern Europe,Italy
688,4666,LATAM,South America,Argentina
689,11947,LATAM,Central America,Mexico
690,878,LATAM,Caribbean,Cuba
691,3274,Europe,Western Europe,France
692,5413,Europe,Western Europe,Germany
693,433,Pacific Asia,Southeast Asia,Singapore
694,5056,Pacific Asia,Oceania,Australia
695,9337,Pacific Asia,Oceania,Australia
696,979,North America,West of USA,USA
697,766,North America,East of USA,USA
698,6126,North America,West of USA,USA
699,6118,North America,US Center,USA
700,11063,Pacific Asia,West Asia,Turkey
701,3206,LATAM,Caribbean,Cuba
702,2389,LATAM,Central America,Guatemala
703,7650,LATAM,Central America,Honduras
704,2094,LATAM,Central America,Panama
705,4460,LATAM,Central America,Honduras
706,7009,LATAM,South America,Argentina
707,2237,LATAM,Central America,Panama
